Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,TenureBand,IncomeQuartile,JobSatisfactionLabel,recruiting_pct_of_salary,onboarding_pct_of_salary,months_vacant,ramp_months,ramp_productivity_loss,annual_salary,cost_recruiting,cost_onboarding,cost_vacancy,cost_ramp,replacement_cost,replacement_cost_pct_salary
46,No,Travel_Rarely,734,Engineering,2,4,Medical,1789,3,Male,46,3,5,Engineering Director,4,Divorced,19328,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2,0,2-3 yrs,Q4 (highest),4 Very High,0.2,0.1,4.0,6,0.5,231936,46387.200000000004,23193.600000000002,77312.0,57984.0,204876.8,0.8833333333333333
36,No,Travel_Rarely,1383,Engineering,10,3,Life Sciences,1790,4,Male,90,3,3,Solutions Consultant,1,Married,8321,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7,0,10+ yrs,Q3,1 Low,0.2,0.1,2.5,4,0.5,99852,19970.4,9985.2,20802.5,16642.0,67400.1,0.675
44,Yes,Travel_Frequently,429,Engineering,1,2,Medical,1792,3,Male,99,3,1,Software Engineer,2,Divorced,2342,11092,1,Yes,12,3,3,3,6,2,2,5,3,2,3,1,4-6 yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,28104,5620.8,2810.4,3513.0,3513.0,15457.2,0.55
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,No,13,3,3,0,19,4,2,10,0,4,7,0,7-10 yrs,Q2,2 Medium,0.2,0.1,2.0,3,0.5,48852,9770.4,4885.2,8142.0,6106.5,28904.1,0.5916666666666667
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Yes,18,3,4,0,10,2,3,10,7,7,7,1,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,69756,13951.2,6975.6,11626.0,8719.5,41272.3,0.5916666666666667
33,No,Travel_Rarely,867,Engineering,8,4,Life Sciences,1798,4,Male,90,4,1,Software Engineer,1,Married,3143,6076,6,No,19,3,2,1,14,1,3,10,8,7,6,0,7-10 yrs,Q2,1 Low,0.2,0.1,1.5,3,0.5,37716,7543.200000000001,3771.6000000000004,4714.5,4714.5,20743.800000000003,0.55
28,No,Travel_Rarely,1181,Engineering,1,3,Life Sciences,1799,3,Male,82,3,1,Software Engineer,4,Married,2044,5531,1,No,11,3,3,1,5,6,4,5,3,0,3,0,4-6 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,24528,4905.6,2452.8,3066.0,3066.0,13490.400000000001,0.55
39,No,Travel_Rarely,1253,Engineering,10,1,Medical,1800,3,Male,65,3,3,Engineering Director,3,Single,13464,7914,7,No,21,4,3,0,9,3,3,4,3,2,2,0,4-6 yrs,Q4 (highest),3 High,0.2,0.1,2.5,4,0.5,161568,32313.600000000002,16156.800000000001,33660.0,26928.0,109058.4,0.6749999999999999
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,No,15,3,3,0,6,3,3,2,2,2,2,0,2-3 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,95892,19178.4,9589.2,15982.0,11986.5,56736.100000000006,0.5916666666666667
40,No,Travel_Rarely,616,Engineering,2,2,Life Sciences,1802,3,Female,99,3,1,QA / Support Engineer,1,Married,3377,25605,4,No,17,3,4,1,7,5,2,4,3,0,2,0,4-6 yrs,Q2,1 Low,0.2,0.1,1.5,3,0.5,40524,8104.8,4052.4,5065.5,5065.5,22288.2,0.55
42,No,Travel_Rarely,1128,Engineering,13,3,Medical,1803,2,Male,95,4,2,Solutions Consultant,1,Married,5538,5696,5,No,18,3,3,2,10,2,2,0,0,0,0,0,0-1 yr,Q3,1 Low,0.2,0.1,2.0,3,0.5,66456,13291.2,6645.6,11076.0,8307.0,39319.8,0.5916666666666667
35,No,Non-Travel,1180,Engineering,2,2,Medical,1804,2,Male,90,3,2,Platform / DevOps Lead,4,Divorced,5762,24442,2,No,14,3,3,1,15,6,3,7,7,1,7,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,69144,13828.800000000001,6914.400000000001,11524.0,8643.0,40910.2,0.5916666666666667
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,No,13,3,4,3,13,3,3,11,10,3,8,0,10+ yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,31104,6220.8,3110.4,3888.0,3888.0,17107.2,0.55
34,Yes,Travel_Frequently,234,Engineering,9,4,Life Sciences,1807,4,Male,93,3,2,QA / Support Engineer,1,Married,5346,6208,4,No,17,3,3,1,11,3,2,7,1,0,7,1,7-10 yrs,Q3,1 Low,0.2,0.1,2.0,3,0.5,64152,12830.400000000001,6415.200000000001,10692.0,8019.0,37956.600000000006,0.5916666666666668
37,Yes,Travel_Rarely,370,Engineering,10,4,Medical,1809,4,Male,58,3,2,Platform / DevOps Lead,1,Single,4213,4992,1,No,15,3,2,0,10,4,1,10,3,0,8,1,7-10 yrs,Q2,1 Low,0.2,0.1,2.0,3,0.5,50556,10111.2,5055.6,8426.0,6319.5,29912.300000000003,0.5916666666666667
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127,19188,2,No,18,3,4,1,7,6,3,2,1,2,2,0,2-3 yrs,Q2,4 Very High,0.2,0.1,2.0,3,0.5,49524,9904.800000000001,4952.400000000001,8254.0,6190.5,29301.7,0.5916666666666667
43,No,Non-Travel,343,Engineering,9,3,Life Sciences,1813,1,Male,52,3,1,Software Engineer,3,Single,2438,24978,4,No,13,3,3,0,7,2,2,3,2,1,2,0,2-3 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,29256,5851.200000000001,2925.6000000000004,3657.0,3657.0,16090.800000000001,0.55
41,No,Travel_Rarely,447,Engineering,5,3,Life Sciences,1814,2,Male,85,4,2,Solutions Consultant,2,Single,6870,15530,3,No,12,3,1,0,11,3,1,3,2,1,2,0,2-3 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,82440,16488.0,8244.0,13740.0,10305.0,48777.0,0.5916666666666667
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,26458,0,Yes,13,3,4,1,23,3,4,22,14,13,5,0,10+ yrs,Q4 (highest),3 High,0.2,0.1,2.5,4,0.5,125364,25072.800000000003,12536.400000000001,26117.5,20894.0,84620.70000000001,0.675
30,No,Travel_Rarely,1092,Engineering,10,3,Medical,1816,1,Female,64,3,3,Platform / DevOps Lead,3,Single,9667,2739,9,No,14,3,2,0,9,3,3,7,7,0,2,0,7-10 yrs,Q4 (highest),3 High,0.2,0.1,2.5,4,0.5,116004,23200.800000000003,11600.400000000001,24167.5,19334.0,78302.70000000001,0.6750000000000002
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1818,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,Yes,11,3,3,0,6,3,3,5,1,1,4,1,4-6 yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,25776,5155.200000000001,2577.6000000000004,3222.0,3222.0,14176.800000000001,0.55
46,Yes,Travel_Rarely,261,Engineering,21,2,Medical,1821,4,Female,66,3,2,Solutions Consultant,2,Married,8926,10842,4,No,22,4,4,1,13,2,4,9,7,3,7,1,7-10 yrs,Q4 (highest),2 Medium,0.2,0.1,2.0,3,0.5,107112,21422.4,10711.2,17852.0,13389.0,63374.600000000006,0.5916666666666667
40,No,Travel_Rarely,1194,Engineering,1,3,Life Sciences,1822,3,Female,52,3,2,Solutions Consultant,4,Divorced,6513,9060,4,No,17,3,4,1,12,3,3,5,3,0,3,0,4-6 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,78156,15631.2,7815.6,13026.0,9769.5,46242.3,0.5916666666666667
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,22128,1,No,21,4,3,2,10,5,3,10,8,4,8,0,7-10 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,81588,16317.6,8158.8,13598.0,10198.5,48272.9,0.5916666666666667
58,No,Non-Travel,350,Sales,2,3,Medical,1824,2,Male,52,3,4,Manager,2,Divorced,16291,22577,4,No,22,4,4,1,37,0,2,16,9,14,14,0,10+ yrs,Q4 (highest),2 Medium,0.2,0.1,3.0,6,0.5,195492,39098.4,19549.2,48873.0,48873.0,156393.6,0.8
35,No,Travel_Rarely,185,Engineering,23,4,Medical,1826,2,Male,91,1,1,QA / Support Engineer,3,Married,2705,9696,0,No,16,3,2,1,6,2,4,5,4,0,3,0,4-6 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,32460,6492.0,3246.0,4057.5,4057.5,17853.0,0.55
47,No,Travel_Rarely,1001,Engineering,4,3,Life Sciences,1827,3,Female,92,2,3,Platform / DevOps Lead,2,Divorced,10333,19271,8,Yes,12,3,3,1,28,4,3,22,11,14,10,0,10+ yrs,Q4 (highest),2 Medium,0.2,0.1,2.5,4,0.5,123996,24799.2,12399.6,25832.5,20666.0,83697.3,0.675
40,No,Travel_Rarely,750,Engineering,12,3,Life Sciences,1829,2,Female,47,3,2,Solutions Consultant,1,Divorced,4448,10748,2,No,12,3,2,1,15,3,3,7,4,7,7,0,7-10 yrs,Q2,1 Low,0.2,0.1,2.0,3,0.5,53376,10675.2,5337.6,8896.0,6672.0,31580.800000000003,0.5916666666666667
54,No,Travel_Rarely,431,Engineering,7,4,Medical,1830,4,Female,68,3,2,Software Engineer,4,Married,6854,15696,4,No,15,3,2,1,14,2,2,7,1,1,7,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,82248,16449.600000000002,8224.800000000001,13708.0,10281.0,48663.4,0.5916666666666667
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1833,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,No,14,3,4,2,9,3,3,3,2,2,2,0,2-3 yrs,Q4 (highest),1 Low,0.2,0.1,2.5,4,0.5,115644,23128.800000000003,11564.400000000001,24092.5,19274.0,78059.70000000001,0.6750000000000002
28,No,Travel_Rarely,1217,Engineering,1,3,Medical,1834,3,Female,67,3,1,Software Engineer,1,Married,3591,12719,1,No,25,4,3,1,3,3,3,3,2,1,2,0,2-3 yrs,Q2,1 Low,0.2,0.1,1.5,3,0.5,43092,8618.4,4309.2,5386.5,5386.5,23700.6,0.5499999999999999
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1835,2,Female,77,1,2,Sales Representative,4,Married,5405,4244,2,Yes,20,4,1,2,20,4,2,4,2,0,3,0,4-6 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,64860,12972.0,6486.0,10810.0,8107.5,38375.5,0.5916666666666667
26,No,Travel_Rarely,572,Sales,10,3,Medical,1836,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,No,13,3,1,0,5,4,3,5,3,1,2,0,4-6 yrs,Q2,4 Very High,0.2,0.1,2.0,3,0.5,56208,11241.6,5620.8,9368.0,7026.0,33256.4,0.5916666666666667
58,No,Travel_Frequently,1216,Engineering,15,4,Life Sciences,1837,1,Male,87,3,4,Engineering Director,3,Married,15787,21624,2,Yes,14,3,2,0,23,3,3,2,2,2,2,0,2-3 yrs,Q4 (highest),3 High,0.2,0.1,3.0,6,0.5,189444,37888.8,18944.4,47361.0,47361.0,151555.2,0.8
18,No,Non-Travel,1431,Engineering,14,3,Medical,1839,2,Female,33,3,1,Software Engineer,3,Single,1514,8018,1,No,16,3,3,0,0,4,1,0,0,0,0,0,0-1 yr,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,18168,3633.6000000000004,1816.8000000000002,2271.0,2271.0,9992.400000000001,0.55
31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1842,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,No,17,3,3,0,2,4,3,1,0,0,0,1,0-1 yr,Q2,1 Low,0.2,0.1,1.5,3,0.5,35472,7094.400000000001,3547.2000000000003,4434.0,4434.0,19509.6,0.5499999999999999
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,4,Yes,15,3,4,3,4,3,3,2,2,2,0,1,2-3 yrs,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,28020,5604.0,2802.0,3502.5,3502.5,15411.0,0.55
45,No,Non-Travel,589,Sales,2,4,Life Sciences,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,No,22,4,2,2,10,3,4,8,7,5,7,0,7-10 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,61848,12369.6,6184.8,10308.0,7731.0,36593.4,0.5916666666666667
36,No,Travel_Rarely,430,Engineering,2,4,Other,1847,4,Female,73,3,2,Software Engineer,2,Married,6962,19573,4,Yes,22,4,4,1,15,2,3,1,0,0,0,0,0-1 yr,Q3,2 Medium,0.2,0.1,2.0,3,0.5,83544,16708.8,8354.4,13924.0,10443.0,49430.2,0.5916666666666667
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1849,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,No,20,4,3,1,7,5,3,7,7,7,7,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,68100,13620.0,6810.0,11350.0,8512.5,40292.5,0.5916666666666667
27,No,Travel_Frequently,1297,Engineering,5,2,Life Sciences,1850,4,Female,53,3,1,QA / Support Engineer,4,Single,2379,19826,0,Yes,14,3,3,0,6,3,2,5,4,0,2,0,4-6 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,28548,5709.6,2854.8,3568.5,3568.5,15701.400000000001,0.55
29,No,Travel_Frequently,574,Engineering,20,1,Medical,1852,4,Male,40,3,1,QA / Support Engineer,4,Married,3812,7003,1,No,13,3,2,0,11,3,4,11,8,3,10,0,10+ yrs,Q2,4 Very High,0.2,0.1,1.5,3,0.5,45744,9148.800000000001,4574.400000000001,5718.0,5718.0,25159.2,0.55
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,1853,4,Male,79,3,2,Sales Executive,4,Single,4648,26075,8,No,13,3,3,0,4,2,4,0,0,0,0,0,0-1 yr,Q2,4 Very High,0.2,0.1,2.0,3,0.5,55776,11155.2,5577.6,9296.0,6972.0,33000.8,0.5916666666666667
42,No,Non-Travel,355,Engineering,10,4,Technical Degree,1854,3,Male,38,3,1,Software Engineer,3,Married,2936,6161,3,No,22,4,2,2,10,1,2,6,3,3,3,0,4-6 yrs,Q2,3 High,0.2,0.1,1.5,3,0.5,35232,7046.400000000001,3523.2000000000003,4404.0,4404.0,19377.6,0.5499999999999999
47,No,Travel_Rarely,207,Engineering,9,4,Life Sciences,1856,2,Female,64,3,1,QA / Support Engineer,3,Single,2105,5411,4,No,12,3,3,0,7,2,3,2,2,2,0,0,2-3 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,25260,5052.0,2526.0,3157.5,3157.5,13893.0,0.55
46,No,Travel_Rarely,706,Engineering,2,2,Life Sciences,1857,4,Male,82,3,3,Platform / DevOps Lead,4,Divorced,8578,19989,3,No,14,3,3,1,12,4,2,9,8,4,7,0,7-10 yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,102936,20587.2,10293.6,21445.0,17156.0,69481.8,0.675
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,No,15,3,2,1,3,2,3,3,2,2,2,0,2-3 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,32472,6494.400000000001,3247.2000000000003,4059.0,4059.0,17859.6,0.5499999999999999
29,No,Travel_Rarely,726,Engineering,29,1,Life Sciences,1859,4,Male,93,1,2,Solutions Consultant,3,Divorced,6384,21143,8,No,17,3,4,2,11,3,3,7,0,1,6,0,7-10 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,76608,15321.6,7660.8,12768.0,9576.0,45326.4,0.5916666666666667
42,No,Travel_Rarely,1142,Engineering,8,3,Life Sciences,1860,4,Male,81,3,1,QA / Support Engineer,3,Single,3968,13624,4,No,13,3,4,0,8,3,3,0,0,0,0,0,0-1 yr,Q2,3 High,0.2,0.1,1.5,3,0.5,47616,9523.2,4761.6,5952.0,5952.0,26188.800000000003,0.55
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1862,3,Male,82,2,2,Sales Executive,2,Single,9907,26186,7,Yes,12,3,3,0,7,3,2,2,2,2,2,1,2-3 yrs,Q4 (highest),2 Medium,0.2,0.1,2.0,3,0.5,118884,23776.800000000003,11888.400000000001,19814.0,14860.5,70339.70000000001,0.5916666666666668
46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1863,1,Female,45,4,4,Sales Executive,1,Divorced,13225,7739,2,No,12,3,4,1,25,5,3,19,17,2,8,0,10+ yrs,Q4 (highest),1 Low,0.2,0.1,3.0,6,0.5,158700,31740.0,15870.0,39675.0,39675.0,126960.0,0.8
27,No,Travel_Rarely,728,Sales,23,1,Medical,1864,2,Female,36,2,2,Sales Representative,3,Married,3540,7018,1,No,21,4,4,1,9,5,3,9,8,5,8,0,7-10 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,42480,8496.0,4248.0,7080.0,5310.0,25134.0,0.5916666666666667
29,No,Travel_Rarely,352,Human Resources,6,1,Medical,1865,4,Male,87,2,1,Human Resources,2,Married,2804,15434,1,No,11,3,4,0,1,3,3,1,0,0,0,0,0-1 yr,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,33648,6729.6,3364.8,4206.0,4206.0,18506.4,0.55
43,No,Travel_Rarely,823,Engineering,6,3,Medical,1866,1,Female,81,2,5,Manager,3,Married,19392,22539,7,No,13,3,4,0,21,2,3,16,12,6,14,0,10+ yrs,Q4 (highest),3 High,0.2,0.1,4.0,6,0.5,232704,46540.8,23270.4,77568.0,58176.0,205555.2,0.8833333333333334
48,No,Travel_Rarely,1224,Engineering,10,3,Life Sciences,1867,4,Male,91,2,5,Engineering Director,2,Married,19665,13583,4,No,12,3,4,0,29,3,3,22,10,12,9,0,10+ yrs,Q4 (highest),2 Medium,0.2,0.1,4.0,6,0.5,235980,47196.0,23598.0,78660.0,58995.0,208449.0,0.8833333333333333
29,Yes,Travel_Frequently,459,Engineering,24,2,Life Sciences,1868,4,Male,73,2,1,Software Engineer,4,Single,2439,14753,1,Yes,24,4,2,0,1,3,2,1,0,1,0,1,0-1 yr,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,29268,5853.6,2926.8,3658.5,3658.5,16097.400000000001,0.55
46,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1869,3,Female,64,3,3,Sales Executive,2,Married,7314,14011,5,No,21,4,3,3,14,2,3,8,7,0,7,1,7-10 yrs,Q3,2 Medium,0.2,0.1,2.5,4,0.5,87768,17553.600000000002,8776.800000000001,18285.0,14628.0,59243.4,0.675
27,No,Travel_Frequently,1131,Engineering,15,3,Life Sciences,1870,4,Female,77,2,1,Software Engineer,1,Married,4774,23844,0,No,19,3,4,1,8,2,2,7,6,7,3,0,7-10 yrs,Q2,1 Low,0.2,0.1,1.5,3,0.5,57288,11457.6,5728.8,7161.0,7161.0,31508.4,0.55
39,No,Travel_Rarely,835,Engineering,19,4,Other,1871,4,Male,41,3,2,Software Engineer,4,Divorced,3902,5141,8,No,14,3,2,3,7,2,3,2,2,2,2,0,2-3 yrs,Q2,4 Very High,0.2,0.1,2.0,3,0.5,46824,9364.800000000001,4682.400000000001,7804.0,5853.0,27704.2,0.5916666666666667
55,No,Travel_Rarely,836,Engineering,2,4,Technical Degree,1873,2,Male,98,2,1,Software Engineer,4,Married,2662,7975,8,No,20,4,2,1,19,2,4,5,2,0,4,0,4-6 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,31944,6388.8,3194.4,3993.0,3993.0,17569.2,0.55
28,No,Travel_Rarely,1172,Sales,3,3,Medical,1875,2,Female,78,3,1,Sales Representative,2,Married,2856,3692,1,No,19,3,4,1,1,3,3,1,0,0,0,0,0-1 yr,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,34272,6854.400000000001,3427.2000000000003,4284.0,4284.0,18849.6,0.5499999999999999
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1876,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,No,13,3,3,0,1,3,2,1,0,0,0,1,0-1 yr,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,12972,2594.4,1297.2,1621.5,1621.5,7134.6,0.55
22,Yes,Travel_Rarely,391,Engineering,7,1,Life Sciences,1878,4,Male,75,3,1,Software Engineer,2,Single,2472,26092,1,Yes,23,4,1,0,1,2,3,1,0,0,0,1,0-1 yr,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,29664,5932.8,2966.4,3708.0,3708.0,16315.2,0.55
36,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,6060,1,Yes,13,3,1,1,10,4,3,10,9,1,7,0,7-10 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,68076,13615.2,6807.6,11346.0,8509.5,40278.3,0.5916666666666667
31,No,Travel_Rarely,311,Engineering,20,3,Life Sciences,1881,2,Male,89,3,2,QA / Support Engineer,3,Divorced,4197,18624,1,No,11,3,1,1,10,2,3,10,8,0,2,0,7-10 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,50364,10072.800000000001,5036.400000000001,8394.0,6295.5,29798.7,0.5916666666666667
34,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,1882,3,Male,64,3,3,Sales Executive,4,Married,9713,24444,2,Yes,13,3,4,3,9,3,3,5,3,1,0,0,4-6 yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,116556,23311.2,11655.6,24282.5,19426.0,78675.3,0.675
29,No,Travel_Rarely,592,Engineering,7,3,Life Sciences,1883,4,Male,59,3,1,QA / Support Engineer,1,Single,2062,19384,3,No,14,3,2,0,11,2,3,3,2,1,2,0,2-3 yrs,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,24744,4948.8,2474.4,3093.0,3093.0,13609.2,0.55
37,No,Travel_Rarely,783,Engineering,7,4,Medical,1885,4,Male,78,3,2,Software Engineer,1,Married,4284,13588,5,Yes,22,4,3,1,16,2,3,5,3,0,4,0,4-6 yrs,Q2,1 Low,0.2,0.1,2.0,3,0.5,51408,10281.6,5140.8,8568.0,6426.0,30416.4,0.5916666666666667
35,No,Travel_Rarely,219,Engineering,16,2,Other,1886,4,Female,44,2,2,Platform / DevOps Lead,2,Married,4788,25388,0,Yes,11,3,4,0,4,2,3,3,2,0,2,0,2-3 yrs,Q2,2 Medium,0.2,0.1,2.0,3,0.5,57456,11491.2,5745.6,9576.0,7182.0,33994.8,0.5916666666666667
45,No,Travel_Rarely,556,Engineering,25,2,Life Sciences,1888,2,Female,93,2,2,Platform / DevOps Lead,4,Married,5906,23888,0,No,13,3,4,2,10,2,2,9,8,3,8,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,70872,14174.400000000001,7087.200000000001,11812.0,8859.0,41932.600000000006,0.5916666666666668
36,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1890,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,No,21,4,4,0,10,2,2,10,1,0,8,0,7-10 yrs,Q2,4 Very High,0.2,0.1,2.0,3,0.5,46632,9326.4,4663.2,7772.0,5829.0,27590.6,0.5916666666666667
40,No,Travel_Rarely,1137,Engineering,1,4,Life Sciences,1892,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,No,11,3,1,1,22,3,3,19,7,11,16,0,10+ yrs,Q4 (highest),1 Low,0.2,0.1,3.0,6,0.5,201876,40375.200000000004,20187.600000000002,50469.0,50469.0,161500.8,0.7999999999999999
26,No,Travel_Rarely,482,Engineering,1,2,Life Sciences,1893,2,Female,90,2,1,Software Engineer,3,Married,2933,14908,1,Yes,13,3,3,1,1,3,2,1,0,1,0,0,0-1 yr,Q2,3 High,0.2,0.1,1.5,3,0.5,35196,7039.200000000001,3519.6000000000004,4399.5,4399.5,19357.800000000003,0.55
27,No,Travel_Rarely,511,Sales,2,2,Medical,1898,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,0,No,14,3,2,0,9,5,2,8,7,0,7,0,7-10 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,78000,15600.0,7800.0,13000.0,9750.0,46150.0,0.5916666666666667
48,No,Travel_Frequently,117,Engineering,22,3,Medical,1900,4,Female,58,3,4,Manager,4,Divorced,17174,2437,3,No,11,3,2,1,24,3,3,22,17,4,7,0,10+ yrs,Q4 (highest),4 Very High,0.2,0.1,3.0,6,0.5,206088,41217.600000000006,20608.800000000003,51522.0,51522.0,164870.40000000002,0.8000000000000002
44,No,Travel_Rarely,170,Engineering,1,4,Life Sciences,1903,2,Male,78,4,2,Solutions Consultant,1,Married,5033,9364,2,No,15,3,4,1,10,5,3,2,0,2,2,0,2-3 yrs,Q3,1 Low,0.2,0.1,2.0,3,0.5,60396,12079.2,6039.6,10066.0,7549.5,35734.3,0.5916666666666667
34,Yes,Non-Travel,967,Engineering,16,4,Technical Degree,1905,4,Male,85,1,1,Software Engineer,1,Married,2307,14460,1,Yes,23,4,2,1,5,2,3,5,2,3,0,1,4-6 yrs,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,27684,5536.8,2768.4,3460.5,3460.5,15226.2,0.55
56,Yes,Travel_Rarely,1162,Engineering,24,2,Life Sciences,1907,1,Male,97,3,1,QA / Support Engineer,4,Single,2587,10261,1,No,16,3,4,0,5,3,3,4,2,1,0,1,4-6 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,31044,6208.8,3104.4,3880.5,3880.5,17074.2,0.55
36,No,Travel_Rarely,335,Sales,17,2,Marketing,1908,3,Male,33,2,2,Sales Executive,2,Married,5507,16822,2,No,16,3,3,2,12,1,1,4,2,1,3,0,4-6 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,66084,13216.800000000001,6608.400000000001,11014.0,8260.5,39099.7,0.5916666666666667
41,No,Travel_Rarely,337,Sales,8,3,Marketing,1909,3,Female,54,3,2,Sales Executive,2,Married,4393,26841,5,No,21,4,3,1,14,3,3,5,4,1,4,0,4-6 yrs,Q2,2 Medium,0.2,0.1,2.0,3,0.5,52716,10543.2,5271.6,8786.0,6589.5,31190.300000000003,0.5916666666666667
42,No,Travel_Rarely,1396,Engineering,6,3,Medical,1911,3,Male,83,3,3,Engineering Director,1,Married,13348,14842,9,No,13,3,2,1,18,3,4,13,7,5,7,0,10+ yrs,Q4 (highest),1 Low,0.2,0.1,2.5,4,0.5,160176,32035.2,16017.6,33370.0,26696.0,108118.8,0.675
