employee_number,age,department,job_role,job_level,business_travel,overtime,marital_status,gender,monthly_income,years_at_company,tenure_band,income_quartile,job_satisfaction_label,attrition_flag,replacement_cost,replacement_cost_pct_salary
1550,40,Human Resources,Manager,4,Travel_Rarely,true,Single,Male,16437.0,21,10+ yrs,Q4 (highest),4 Very High,0,157795.2,0.8
1551,24,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,2296.0,1,0-1 yr,Q1 (lowest),1 Low,0,15153.6,0.55
1552,40,Engineering,Solutions Consultant,2,Non-Travel,true,Divorced,Male,4069.0,2,2-3 yrs,Q2,4 Very High,0,28889.9,0.5916666666666667
1553,45,Engineering,Solutions Consultant,3,Travel_Rarely,false,Divorced,Male,7441.0,10,7-10 yrs,Q3,2 Medium,0,60272.100000000006,0.675
1554,35,Sales,Sales Representative,1,Travel_Rarely,false,Married,Female,2430.0,5,4-6 yrs,Q1 (lowest),3 High,0,16038.0,0.55
1555,32,Engineering,Software Engineer,2,Travel_Rarely,false,Married,Female,5878.0,7,7-10 yrs,Q3,2 Medium,0,41733.8,0.5916666666666667
1556,36,Sales,Sales Representative,1,Travel_Rarely,true,Single,Male,2644.0,3,2-3 yrs,Q1 (lowest),4 Very High,0,17450.4,0.55
1557,48,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Female,6439.0,8,7-10 yrs,Q3,3 High,0,45716.9,0.5916666666666667
1558,29,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2451.0,1,0-1 yr,Q1 (lowest),3 High,0,16176.6,0.55
1560,33,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,6392.0,2,2-3 yrs,Q3,1 Low,0,45383.2,0.5916666666666667
1562,30,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,9714.0,10,7-10 yrs,Q4 (highest),1 Low,1,68969.4,0.5916666666666666
1563,38,Human Resources,Human Resources,2,Travel_Frequently,false,Married,Male,6077.0,6,4-6 yrs,Q3,3 High,0,43146.7,0.5916666666666667
1564,35,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,2450.0,3,2-3 yrs,Q1 (lowest),1 Low,0,16170.0,0.55
1568,30,Sales,Sales Executive,3,Travel_Rarely,false,Married,Male,9250.0,4,4-6 yrs,Q4 (highest),2 Medium,0,74925.0,0.675
1569,35,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Divorced,Female,2074.0,1,0-1 yr,Q1 (lowest),1 Low,1,13688.400000000001,0.55
1572,53,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Married,Female,10169.0,33,10+ yrs,Q4 (highest),4 Very High,1,82368.9,0.6749999999999999
1573,38,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,4855.0,5,4-6 yrs,Q2,2 Medium,1,34470.5,0.5916666666666667
1574,32,Engineering,Software Engineer,2,Non-Travel,false,Married,Male,4087.0,6,4-6 yrs,Q2,1 Low,0,29017.7,0.5916666666666667
1576,48,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,2367.0,8,7-10 yrs,Q1 (lowest),1 Low,0,15622.2,0.55
1577,34,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,2972.0,1,0-1 yr,Q2,4 Very High,0,19615.2,0.55
1578,55,Sales,Manager,5,Travel_Rarely,false,Married,Male,19586.0,36,10+ yrs,Q4 (highest),4 Very High,0,207611.6,0.8833333333333333
1580,34,Engineering,Software Engineer,2,Travel_Rarely,false,Married,Male,5484.0,2,2-3 yrs,Q3,4 Very High,0,38936.4,0.5916666666666667
1581,26,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,2061.0,1,0-1 yr,Q1 (lowest),4 Very High,0,13602.6,0.55
1582,38,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,9924.0,9,7-10 yrs,Q4 (highest),2 Medium,0,70460.4,0.5916666666666666
1583,38,Sales,Sales Executive,2,Travel_Rarely,false,Single,Female,4198.0,3,2-3 yrs,Q2,2 Medium,0,29805.800000000003,0.5916666666666667
1585,36,Sales,Sales Executive,2,Travel_Rarely,false,Single,Female,6815.0,1,0-1 yr,Q3,3 High,0,48386.5,0.5916666666666667
1586,29,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Single,Male,4723.0,10,7-10 yrs,Q2,1 Low,0,31171.800000000003,0.55
1587,35,Engineering,Solutions Consultant,2,Travel_Rarely,true,Single,Female,6142.0,5,4-6 yrs,Q3,3 High,0,43608.2,0.5916666666666667
1588,39,Sales,Sales Executive,3,Travel_Rarely,false,Married,Male,8237.0,7,7-10 yrs,Q3,3 High,0,66719.70000000001,0.6750000000000002
1590,29,Engineering,Solutions Consultant,2,Travel_Frequently,false,Divorced,Male,8853.0,6,4-6 yrs,Q4 (highest),4 Very High,0,62856.3,0.5916666666666667
1591,50,Sales,Manager,5,Travel_Rarely,true,Married,Male,19331.0,1,0-1 yr,Q4 (highest),3 High,0,204908.6,0.8833333333333333
1592,23,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2073.0,2,2-3 yrs,Q1 (lowest),3 High,0,13681.800000000001,0.55
1594,36,Engineering,QA / Support Engineer,2,Travel_Frequently,true,Married,Male,5562.0,3,2-3 yrs,Q3,1 Low,0,39490.2,0.5916666666666667
1595,42,Engineering,Manager,5,Travel_Rarely,false,Single,Male,19613.0,1,0-1 yr,Q4 (highest),4 Very High,0,207897.8,0.8833333333333333
1596,35,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Married,Male,3407.0,10,7-10 yrs,Q2,3 High,0,24189.7,0.5916666666666667
1597,34,Engineering,Solutions Consultant,2,Travel_Frequently,false,Married,Male,5063.0,8,7-10 yrs,Q3,3 High,0,35947.3,0.5916666666666667
1598,40,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,4639.0,5,4-6 yrs,Q2,1 Low,0,32936.9,0.5916666666666667
1599,43,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,4876.0,6,4-6 yrs,Q2,2 Medium,0,32181.600000000002,0.55
1601,35,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2690.0,1,0-1 yr,Q1 (lowest),4 Very High,0,17754.0,0.55
1602,46,Sales,Manager,4,Travel_Rarely,false,Single,Male,17567.0,26,10+ yrs,Q4 (highest),1 Low,0,168643.2,0.8
1604,28,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Male,2408.0,1,0-1 yr,Q1 (lowest),2 Medium,1,15892.800000000001,0.55
1605,22,Engineering,Software Engineer,1,Non-Travel,true,Married,Female,2814.0,4,4-6 yrs,Q1 (lowest),3 High,0,18572.4,0.55
1606,50,Engineering,Solutions Consultant,4,Travel_Frequently,true,Married,Male,11245.0,30,10+ yrs,Q4 (highest),3 High,0,107952.0,0.8
1607,32,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,3312.0,3,2-3 yrs,Q2,4 Very High,0,21859.2,0.55
1608,44,Engineering,Engineering Director,5,Travel_Rarely,true,Divorced,Female,19049.0,22,10+ yrs,Q4 (highest),4 Very High,0,201919.40000000002,0.8833333333333334
1609,30,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2141.0,6,4-6 yrs,Q1 (lowest),2 Medium,0,14130.6,0.55
1611,45,Engineering,QA / Support Engineer,2,Travel_Rarely,true,Single,Female,5769.0,10,7-10 yrs,Q3,1 Low,0,40959.9,0.5916666666666667
1612,45,Sales,Sales Executive,2,Non-Travel,false,Married,Male,4385.0,10,7-10 yrs,Q2,1 Low,0,31133.5,0.5916666666666667
1613,31,Sales,Sales Executive,2,Travel_Frequently,false,Single,Male,5332.0,5,4-6 yrs,Q3,1 Low,0,37857.2,0.5916666666666667
1614,36,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Married,Female,4663.0,3,2-3 yrs,Q2,3 High,0,33107.3,0.5916666666666667
1615,34,Engineering,Platform / DevOps Lead,2,Travel_Frequently,false,Divorced,Male,4724.0,9,7-10 yrs,Q2,4 Very High,0,33540.4,0.5916666666666667
1617,49,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Female,3211.0,9,7-10 yrs,Q2,1 Low,0,21192.6,0.5499999999999999
1618,39,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,5377.0,7,7-10 yrs,Q3,1 Low,0,38176.7,0.5916666666666667
1619,27,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,4066.0,7,7-10 yrs,Q2,1 Low,0,26835.6,0.5499999999999999
1621,35,Engineering,Software Engineer,2,Travel_Rarely,false,Married,Male,5208.0,16,10+ yrs,Q3,1 Low,0,36976.8,0.5916666666666667
1622,28,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Divorced,Female,4877.0,5,4-6 yrs,Q2,1 Low,0,34626.7,0.5916666666666666
1623,21,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,3117.0,2,2-3 yrs,Q2,4 Very High,0,20572.2,0.55
1624,18,Sales,Sales Representative,1,Travel_Frequently,true,Single,Female,1569.0,0,0-1 yr,Q1 (lowest),4 Very High,1,10355.400000000001,0.55
1625,47,Human Resources,Manager,5,Travel_Rarely,false,Married,Female,19658.0,5,4-6 yrs,Q4 (highest),3 High,0,208374.8,0.8833333333333333
1627,39,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Divorced,Male,3069.0,10,7-10 yrs,Q2,3 High,0,21789.9,0.5916666666666667
1628,40,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Married,Female,10435.0,18,10+ yrs,Q4 (highest),3 High,0,84523.5,0.675
1630,35,Engineering,Solutions Consultant,2,Non-Travel,false,Married,Female,4148.0,14,10+ yrs,Q2,3 High,0,29450.800000000003,0.5916666666666667
1631,37,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,5768.0,4,4-6 yrs,Q3,3 High,0,40952.8,0.5916666666666667
1633,39,Engineering,Platform / DevOps Lead,2,Travel_Frequently,false,Single,Female,5042.0,9,7-10 yrs,Q3,3 High,0,35798.2,0.5916666666666667
1635,45,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Divorced,Female,5770.0,10,7-10 yrs,Q3,4 Very High,0,40967.0,0.5916666666666667
1638,38,Engineering,Platform / DevOps Lead,3,Travel_Rarely,true,Married,Female,7756.0,5,4-6 yrs,Q3,3 High,0,62823.600000000006,0.675
1639,35,Sales,Sales Executive,3,Travel_Rarely,false,Married,Male,10306.0,13,10+ yrs,Q4 (highest),1 Low,1,83478.6,0.675
1640,37,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,3936.0,8,7-10 yrs,Q2,2 Medium,0,25977.6,0.5499999999999999
1641,40,Engineering,Platform / DevOps Lead,3,Travel_Rarely,true,Single,Female,7945.0,4,4-6 yrs,Q3,4 Very High,0,64354.5,0.675
1642,44,Human Resources,Human Resources,2,Travel_Frequently,true,Married,Male,5743.0,10,7-10 yrs,Q3,4 Very High,0,40775.3,0.5916666666666667
1644,48,Engineering,Manager,4,Travel_Frequently,false,Married,Male,15202.0,2,2-3 yrs,Q4 (highest),4 Very High,0,145939.2,0.8
1645,35,Sales,Sales Executive,2,Travel_Rarely,true,Divorced,Male,5440.0,2,2-3 yrs,Q3,4 Very High,1,38624.0,0.5916666666666667
1646,24,Engineering,Software Engineer,1,Travel_Frequently,true,Single,Female,3760.0,6,4-6 yrs,Q2,4 Very High,0,24816.0,0.55
1647,27,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,3517.0,3,2-3 yrs,Q2,3 High,0,23212.2,0.55
1648,27,Engineering,Software Engineer,1,Travel_Frequently,false,Single,Male,2580.0,4,4-6 yrs,Q1 (lowest),4 Very High,0,17028.0,0.55
1649,40,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Single,Male,2166.0,4,4-6 yrs,Q1 (lowest),1 Low,1,14295.6,0.55
1650,29,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,5869.0,5,4-6 yrs,Q3,3 High,0,41669.9,0.5916666666666667
1651,36,Engineering,Solutions Consultant,3,Travel_Rarely,false,Married,Female,8008.0,3,2-3 yrs,Q3,1 Low,0,64864.8,0.675
1653,25,Engineering,Platform / DevOps Lead,2,Travel_Frequently,false,Divorced,Male,5206.0,7,7-10 yrs,Q3,3 High,0,36962.600000000006,0.5916666666666668
1654,39,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,5295.0,5,4-6 yrs,Q3,2 Medium,0,37594.5,0.5916666666666667
1655,49,Engineering,Engineering Director,4,Travel_Rarely,false,Married,Female,16413.0,4,4-6 yrs,Q4 (highest),2 Medium,0,157564.8,0.7999999999999999
1656,50,Engineering,Engineering Director,3,Travel_Rarely,false,Divorced,Female,13269.0,14,10+ yrs,Q4 (highest),1 Low,0,107478.9,0.6749999999999999
1657,20,Sales,Sales Representative,1,Travel_Rarely,false,Single,Female,2783.0,2,2-3 yrs,Q1 (lowest),3 High,0,18367.800000000003,0.55
1658,34,Engineering,Software Engineer,2,Travel_Rarely,false,Divorced,Female,5433.0,11,10+ yrs,Q3,2 Medium,0,38574.3,0.5916666666666667
1659,36,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,2013.0,4,4-6 yrs,Q1 (lowest),2 Medium,0,13285.8,0.5499999999999999
1661,49,Engineering,Solutions Consultant,4,Travel_Rarely,true,Married,Female,13966.0,15,10+ yrs,Q4 (highest),3 High,0,134073.6,0.8
1662,36,Engineering,Platform / DevOps Lead,2,Non-Travel,false,Married,Female,4374.0,3,2-3 yrs,Q2,3 High,0,31055.4,0.5916666666666667
1664,36,Engineering,Solutions Consultant,2,Travel_Rarely,false,Divorced,Male,6842.0,5,4-6 yrs,Q3,1 Low,0,48578.2,0.5916666666666667
1665,54,Engineering,Manager,4,Travel_Rarely,false,Married,Female,17426.0,10,7-10 yrs,Q4 (highest),3 High,0,167289.6,0.8
1666,43,Engineering,Engineering Director,4,Travel_Rarely,false,Married,Male,17603.0,14,10+ yrs,Q4 (highest),3 High,0,168988.8,0.7999999999999999
1667,35,Sales,Sales Executive,2,Travel_Frequently,true,Single,Male,4581.0,11,10+ yrs,Q2,4 Very High,1,32525.100000000002,0.5916666666666667
1668,38,Engineering,Software Engineer,2,Travel_Frequently,false,Married,Male,4735.0,13,10+ yrs,Q2,4 Very High,0,33618.5,0.5916666666666667
1669,29,Sales,Sales Executive,2,Travel_Rarely,true,Divorced,Male,4187.0,10,7-10 yrs,Q2,2 Medium,0,29727.7,0.5916666666666667
1670,33,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Male,5505.0,6,4-6 yrs,Q3,4 Very High,0,39085.5,0.5916666666666667
1671,32,Engineering,Software Engineer,2,Travel_Rarely,false,Divorced,Male,5470.0,9,7-10 yrs,Q3,2 Medium,0,38837.0,0.5916666666666667
1673,31,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,5476.0,10,7-10 yrs,Q3,4 Very High,0,38879.600000000006,0.5916666666666668
1674,49,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Divorced,Female,2587.0,2,2-3 yrs,Q1 (lowest),1 Low,0,17074.2,0.55
1675,38,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Single,Female,2440.0,4,4-6 yrs,Q1 (lowest),2 Medium,0,16104.0,0.55
1676,47,Sales,Manager,4,Travel_Rarely,false,Divorced,Female,15972.0,3,2-3 yrs,Q4 (highest),2 Medium,0,153331.2,0.8
1677,49,Engineering,Manager,4,Travel_Rarely,false,Single,Male,15379.0,8,7-10 yrs,Q4 (highest),3 High,0,147638.4,0.7999999999999999
1678,41,Sales,Sales Executive,3,Travel_Rarely,true,Single,Male,7082.0,2,2-3 yrs,Q3,3 High,0,57364.2,0.6749999999999999
1680,20,Sales,Sales Representative,1,Travel_Rarely,false,Single,Male,2728.0,2,2-3 yrs,Q1 (lowest),1 Low,0,18004.800000000003,0.55
1681,33,Sales,Sales Executive,2,Non-Travel,true,Divorced,Female,5368.0,6,4-6 yrs,Q3,4 Very High,0,38112.8,0.5916666666666667
1682,36,Engineering,Solutions Consultant,2,Travel_Rarely,false,Married,Male,5347.0,3,2-3 yrs,Q3,3 High,0,37963.7,0.5916666666666667
1683,44,Human Resources,Human Resources,1,Travel_Rarely,true,Divorced,Female,3195.0,2,2-3 yrs,Q2,4 Very High,0,21087.0,0.55
1684,23,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Single,Male,3989.0,5,4-6 yrs,Q2,3 High,1,26327.4,0.55
1687,38,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Female,3306.0,0,0-1 yr,Q2,3 High,0,21819.6,0.5499999999999999
1689,53,Engineering,Solutions Consultant,3,Travel_Rarely,false,Married,Male,7005.0,4,4-6 yrs,Q3,4 Very High,0,56740.5,0.675
1691,48,Sales,Sales Representative,1,Travel_Frequently,true,Married,Female,2655.0,9,7-10 yrs,Q1 (lowest),3 High,1,17523.0,0.55
1692,32,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,1393.0,1,0-1 yr,Q1 (lowest),2 Medium,1,9193.8,0.5499999999999999
1693,26,Engineering,QA / Support Engineer,1,Non-Travel,false,Single,Male,2570.0,7,7-10 yrs,Q1 (lowest),4 Very High,0,16962.0,0.55
1694,55,Engineering,Software Engineer,1,Travel_Rarely,false,Divorced,Male,3537.0,4,4-6 yrs,Q2,2 Medium,0,23344.2,0.55
1696,34,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Married,Male,3986.0,15,10+ yrs,Q2,4 Very High,0,28300.6,0.5916666666666667
1697,60,Engineering,Solutions Consultant,3,Travel_Rarely,false,Divorced,Male,10883.0,1,0-1 yr,Q4 (highest),4 Very High,0,88152.3,0.675
1698,33,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2028.0,14,10+ yrs,Q1 (lowest),2 Medium,0,13384.8,0.5499999999999999
1700,37,Sales,Sales Executive,2,Travel_Frequently,false,Divorced,Male,9525.0,6,4-6 yrs,Q4 (highest),4 Very High,0,67627.5,0.5916666666666667
1701,34,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,2929.0,10,7-10 yrs,Q2,4 Very High,0,19331.4,0.55
1702,23,Sales,Sales Representative,1,Travel_Rarely,true,Divorced,Male,2275.0,3,2-3 yrs,Q1 (lowest),4 Very High,1,15015.0,0.55
1703,44,Engineering,Solutions Consultant,3,Travel_Rarely,true,Married,Female,7879.0,8,7-10 yrs,Q3,4 Very High,0,63819.9,0.675
1704,35,Engineering,Software Engineer,1,Travel_Frequently,true,Single,Male,4930.0,5,4-6 yrs,Q3,4 Very High,0,32538.0,0.55
1706,43,Sales,Sales Executive,2,Travel_Rarely,true,Married,Male,7847.0,10,7-10 yrs,Q3,4 Very High,0,55713.7,0.5916666666666667
1707,24,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,4401.0,5,4-6 yrs,Q2,3 High,0,29046.600000000002,0.55
1708,41,Sales,Sales Executive,3,Travel_Rarely,false,Single,Male,9241.0,10,7-10 yrs,Q4 (highest),3 High,0,74852.1,0.675
1709,29,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Female,2974.0,5,4-6 yrs,Q2,3 High,0,19628.4,0.55
1710,36,Sales,Sales Representative,2,Travel_Rarely,false,Single,Female,4502.0,13,10+ yrs,Q2,4 Very High,0,31964.2,0.5916666666666667
1712,45,Engineering,Solutions Consultant,3,Non-Travel,false,Married,Male,10748.0,23,10+ yrs,Q4 (highest),3 High,0,87058.8,0.675
1714,24,Human Resources,Human Resources,1,Travel_Rarely,false,Married,Male,1555.0,1,0-1 yr,Q1 (lowest),3 High,1,10263.0,0.55
1716,47,Sales,Sales Executive,4,Travel_Frequently,false,Married,Male,12936.0,23,10+ yrs,Q4 (highest),3 High,1,124185.6,0.8
1718,26,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2305.0,3,2-3 yrs,Q1 (lowest),3 High,0,15213.0,0.55
1719,45,Engineering,Engineering Director,4,Travel_Rarely,false,Single,Female,16704.0,21,10+ yrs,Q4 (highest),2 Medium,0,160358.40000000002,0.8000000000000002
1720,32,Engineering,Software Engineer,1,Travel_Frequently,false,Married,Male,3433.0,5,4-6 yrs,Q2,3 High,0,22657.800000000003,0.55
1721,31,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,3477.0,5,4-6 yrs,Q2,3 High,0,22948.2,0.55
1722,41,Human Resources,Human Resources,2,Non-Travel,false,Married,Male,6430.0,3,2-3 yrs,Q3,2 Medium,0,45653.0,0.5916666666666667
1724,40,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Married,Female,6516.0,1,0-1 yr,Q3,1 Low,0,46263.600000000006,0.5916666666666668
1725,24,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,3907.0,6,4-6 yrs,Q2,1 Low,0,25786.2,0.55
1727,46,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Male,5562.0,10,7-10 yrs,Q3,2 Medium,0,39490.2,0.5916666666666667
1728,35,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,6883.0,7,7-10 yrs,Q3,3 High,0,48869.3,0.5916666666666667
1729,30,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2862.0,10,7-10 yrs,Q1 (lowest),4 Very High,0,18889.2,0.55
1731,47,Sales,Sales Executive,2,Non-Travel,false,Married,Male,4978.0,1,0-1 yr,Q3,2 Medium,0,35343.8,0.5916666666666667
1732,46,Sales,Sales Executive,3,Travel_Rarely,true,Divorced,Male,10368.0,10,7-10 yrs,Q4 (highest),4 Very High,0,83980.8,0.675
1733,36,Sales,Sales Executive,2,Travel_Rarely,true,Divorced,Male,6134.0,2,2-3 yrs,Q3,1 Low,1,43551.4,0.5916666666666667
1734,32,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,6735.0,0,0-1 yr,Q3,2 Medium,1,47818.5,0.5916666666666667
1735,23,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Female,3295.0,3,2-3 yrs,Q2,2 Medium,0,21747.0,0.55
1736,31,Engineering,Platform / DevOps Lead,2,Travel_Frequently,false,Single,Female,5238.0,5,4-6 yrs,Q3,4 Very High,0,37189.8,0.5916666666666667
1737,39,Engineering,QA / Support Engineer,2,Non-Travel,true,Married,Male,6472.0,9,7-10 yrs,Q3,4 Very High,0,45951.2,0.5916666666666667
1739,32,Sales,Sales Executive,3,Travel_Rarely,false,Married,Male,9610.0,4,4-6 yrs,Q4 (highest),3 High,0,77841.0,0.675
1740,40,Sales,Manager,5,Travel_Rarely,false,Single,Male,19833.0,21,10+ yrs,Q4 (highest),2 Medium,0,210229.8,0.8833333333333333
1744,45,Human Resources,Human Resources,3,Travel_Rarely,false,Married,Female,9756.0,5,4-6 yrs,Q4 (highest),3 High,0,79023.6,0.675
1745,30,Engineering,Software Engineer,1,Travel_Frequently,false,Single,Female,4968.0,9,7-10 yrs,Q3,1 Low,0,32788.8,0.55
1746,24,Human Resources,Human Resources,1,Travel_Frequently,false,Married,Male,2145.0,2,2-3 yrs,Q1 (lowest),4 Very High,0,14157.0,0.55
1747,30,Human Resources,Human Resources,1,Travel_Frequently,false,Divorced,Female,2180.0,4,4-6 yrs,Q1 (lowest),4 Very High,1,14388.0,0.55
1749,31,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,8346.0,5,4-6 yrs,Q3,3 High,0,59256.600000000006,0.5916666666666667
1751,27,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,3445.0,6,4-6 yrs,Q2,4 Very High,0,22737.0,0.55
1752,29,Sales,Sales Representative,1,Travel_Rarely,false,Single,Female,2760.0,2,2-3 yrs,Q1 (lowest),2 Medium,1,18216.0,0.55
1753,29,Engineering,Solutions Consultant,2,Travel_Frequently,true,Single,Male,6294.0,3,2-3 yrs,Q3,3 High,0,44687.4,0.5916666666666667
1754,30,Sales,Sales Executive,3,Travel_Rarely,false,Divorced,Male,7140.0,7,7-10 yrs,Q3,1 Low,0,57834.0,0.675
1755,34,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,2932.0,5,4-6 yrs,Q2,4 Very High,0,19351.2,0.55
1756,33,Sales,Sales Executive,2,Non-Travel,false,Single,Female,5147.0,11,10+ yrs,Q3,2 Medium,0,36543.7,0.5916666666666667
1757,49,Sales,Sales Executive,2,Travel_Rarely,false,Single,Female,4507.0,5,4-6 yrs,Q2,4 Very High,0,31999.7,0.5916666666666667
1758,33,Sales,Sales Executive,3,Travel_Rarely,true,Single,Female,8564.0,0,0-1 yr,Q4 (highest),1 Low,1,69368.4,0.6749999999999999
1760,38,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Married,Female,2468.0,6,4-6 yrs,Q1 (lowest),2 Medium,0,16288.800000000001,0.55
1761,31,Sales,Sales Executive,3,Travel_Rarely,false,Married,Male,8161.0,1,0-1 yr,Q3,3 High,1,66104.1,0.675
1762,29,Engineering,Software Engineer,1,Travel_Rarely,false,Divorced,Female,2109.0,1,0-1 yr,Q1 (lowest),1 Low,0,13919.400000000001,0.55
1763,30,Engineering,Solutions Consultant,2,Travel_Rarely,false,Married,Male,5294.0,7,7-10 yrs,Q3,3 High,0,37587.4,0.5916666666666667
1764,32,Engineering,Software Engineer,1,Non-Travel,false,Single,Male,2718.0,7,7-10 yrs,Q1 (lowest),2 Medium,0,17938.800000000003,0.55
1766,38,Engineering,Solutions Consultant,2,Travel_Rarely,true,Married,Male,5811.0,1,0-1 yr,Q3,4 Very High,0,41258.100000000006,0.5916666666666668
1767,43,Engineering,Software Engineer,1,Travel_Frequently,true,Married,Male,2437.0,1,0-1 yr,Q1 (lowest),3 High,1,16084.2,0.55
1768,42,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,2766.0,5,4-6 yrs,Q1 (lowest),2 Medium,0,18255.6,0.5499999999999999
1770,55,Engineering,Engineering Director,5,Travel_Rarely,false,Married,Male,19038.0,1,0-1 yr,Q4 (highest),1 Low,0,201802.8,0.8833333333333333
1771,33,Engineering,Software Engineer,2,Non-Travel,false,Divorced,Male,3055.0,9,7-10 yrs,Q2,2 Medium,0,21690.5,0.5916666666666667
1772,41,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,2289.0,5,4-6 yrs,Q1 (lowest),1 Low,0,15107.400000000001,0.55
1774,34,Sales,Sales Executive,2,Non-Travel,true,Divorced,Male,4001.0,15,10+ yrs,Q2,3 High,0,28407.1,0.5916666666666667
1775,53,Engineering,Platform / DevOps Lead,4,Non-Travel,true,Married,Female,12965.0,3,2-3 yrs,Q4 (highest),3 High,0,124464.0,0.8
1778,43,Human Resources,Human Resources,1,Travel_Rarely,false,Single,Male,3539.0,9,7-10 yrs,Q2,4 Very High,0,23357.4,0.55
1779,34,Sales,Sales Executive,2,Travel_Rarely,false,Single,Female,6029.0,2,2-3 yrs,Q3,4 Very High,0,42805.9,0.5916666666666667
1780,21,Sales,Sales Representative,1,Travel_Rarely,false,Single,Male,2679.0,1,0-1 yr,Q1 (lowest),2 Medium,1,17681.4,0.55
1782,38,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Female,3702.0,5,4-6 yrs,Q2,3 High,0,24433.2,0.55
1783,22,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Female,2398.0,1,0-1 yr,Q1 (lowest),1 Low,1,15826.800000000001,0.55
1784,31,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,5468.0,12,10+ yrs,Q3,4 Very High,0,38822.8,0.5916666666666667
1786,51,Engineering,Manager,3,Travel_Rarely,false,Married,Female,13116.0,2,2-3 yrs,Q4 (highest),3 High,0,106239.6,0.675
